item_name,item_category,city,base_price,production_cost,fair_wage_multiplier,sustainability_score,local_demand_index,market_avg_price_city,profit_margin_standard,regulatory_adjustment,marketplace
Sweatshirt,Clothing,Mumbai,1883.79,910.56,1.31,3.7,0.7,1887.88,0.24,20.01,Own Brand Website
Exercise Bike,Fitness Equipment,Mumbai,1964.69,1239.8,1.58,6.7,0.48,1977.25,0.19,15.68,Amazon
Air Fryer,Kitchen Appliances,Jaipur,862.04,554.64,1.46,7.5,0.72,840.3,0.19,8.81,Amazon
Jeans,Clothing,Mumbai,1200.08,530.51,1.55,5.9,0.33,1080.5,0.24,20.29,Amazon
Formal Shoes,Footwear,Ahmedabad,1563.51,976.89,1.05,4.2,0.51,1426.4,0.14,19.54,Flipkart
Toaster,Kitchen Appliances,Jaipur,968.4,637.37,1.17,6.7,0.86,883.26,0.27,13.6,Offline Store
Foundation,Cosmetics,Mumbai,1733.05,1047.7,1.42,3.3,0.91,1709.17,0.12,24.17,Flipkart
Kurta,Clothing,Delhi,1746.94,1185.91,1.33,5.8,0.68,1675.96,0.18,18.48,Amazon
Mixer Grinder,Kitchen Appliances,Pune,1666.37,1093.2,1.12,3.9,0.42,1698.49,0.14,20.31,Flipkart
Foundation,Cosmetics,Lucknow,1478.2,972,1.53,4.5,0.5,1384.09,0.24,22.17,Offline Store
Biography,Books,Bangalore,107.59,48.36,1.23,4.5,0.66,97.7,0.27,16.65,Amazon
Sandals,Footwear,Delhi,1228.23,704.93,1.3,7,0.35,1199.87,0.24,14.16,Own Brand Website
Headphones,Electronics,Jaipur,582.69,331.86,1.31,6.7,0.92,541.9,0.22,5.76,Amazon
Action Figure,Toys,Bangalore,1329.65,610.56,1.49,4.9,0.56,1333.84,0.22,12.48,Offline Store
Perfume,Cosmetics,Bangalore,397.79,234.92,1.29,3.4,0.65,395.18,0.2,7.68,Own Brand Website
Perfume,Cosmetics,Pune,998.65,622.73,1.12,7.4,0.42,960.52,0.17,24.08,Flipkart
Flip Flops,Footwear,Hyderabad,529.53,253.7,1.53,8.2,0.63,510.04,0.26,19.06,Own Brand Website
Dumbbells,Fitness Equipment,Pune,727.68,359.8,1.3,9.6,0.72,753.78,0.18,29.41,Flipkart
Air Fryer,Kitchen Appliances,Jaipur,873.39,352.49,1.49,6.6,0.4,790.06,0.3,21.18,Offline Store
Honey,Groceries,Kolkata,985.02,492.68,1.09,7.5,0.54,1081.49,0.12,11.15,Own Brand Website
Yoga Mat,Fitness Equipment,Mumbai,866.54,553.91,1.48,4.7,0.53,790.13,0.18,9.21,Flipkart
Lamp,Home Decor,Kolkata,1847.15,1186.61,1.14,6.4,0.92,1814.13,0.19,13.54,Own Brand Website
Air Fryer,Kitchen Appliances,Kolkata,1035.3,599.41,1.1,3.6,0.8,1135.26,0.2,26.53,Offline Store
Perfume,Cosmetics,Hyderabad,1751.05,894.56,1.23,8.1,0.89,1874.89,0.16,13.88,Own Brand Website
Self-Help Book,Books,Jaipur,1498.85,742.26,1.52,6.6,0.49,1434.81,0.26,8.12,Amazon
Fiction Novel,Books,Lucknow,1870.66,980.29,1.51,8.5,0.81,1935.93,0.2,14.75,Amazon
Sandals,Footwear,Jaipur,1203.48,671.65,1.24,6.5,0.54,1241.49,0.27,24.67,Offline Store
Formal Shoes,Footwear,Mumbai,747.32,413.14,1.06,9.1,0.46,738.52,0.13,21.95,Flipkart
Resistance Bands,Fitness Equipment,Delhi,1136.07,578.76,1.34,4.2,0.8,1082.89,0.22,27.49,Own Brand Website
Exercise Bike,Fitness Equipment,Mumbai,173.31,89.47,1.12,9.4,0.53,163.37,0.24,18.58,Own Brand Website
Smartwatch,Electronics,Ahmedabad,1652.18,1034.13,1.59,3.6,0.35,1786.79,0.29,15.17,Own Brand Website
Lipstick,Cosmetics,Bangalore,966.15,493.33,1.48,8.4,0.44,943.71,0.14,6.17,Offline Store
Exercise Bike,Fitness Equipment,Lucknow,206.63,91.75,1.07,6,0.34,220.99,0.24,24.59,Amazon
Cold Pressed Oil,Groceries,Chennai,1273.21,762.86,1.11,3.4,0.94,1240.86,0.11,8.99,Amazon
Headphones,Electronics,Lucknow,1760.99,813.12,1.31,7.7,0.93,1589.85,0.2,29.9,Amazon
Board Game,Toys,Jaipur,331.27,144.8,1.1,6.6,0.53,345.6,0.21,19.52,Own Brand Website
Flip Flops,Footwear,Chennai,1071.01,747.16,1.35,3.5,0.51,1131.13,0.23,22.1,Offline Store
Honey,Groceries,Chennai,1851.43,987.06,1.06,9.9,0.6,1702.43,0.21,19.76,Amazon
Sweatshirt,Clothing,Bangalore,1172.23,808.22,1.23,3.2,0.9,1099.84,0.25,10.1,Offline Store
Perfume,Cosmetics,Jaipur,1675.05,1125.49,1.11,4,0.9,1765.74,0.11,9.55,Offline Store
Flip Flops,Footwear,Mumbai,882.94,582.09,1.13,8.1,0.35,877.14,0.25,6.62,Offline Store
Lipstick,Cosmetics,Mumbai,488.05,311.15,1.14,7.7,0.72,490.04,0.14,15.42,Amazon
Boots,Footwear,Mumbai,1281.36,851.49,1.49,7.3,0.45,1208.76,0.26,21.61,Amazon
Resistance Bands,Fitness Equipment,Chennai,780.31,539.54,1.54,7.7,0.54,750.46,0.29,16.09,Flipkart
Boots,Footwear,Kolkata,1620.03,1104.73,1.32,7.6,0.36,1669.47,0.14,21.76,Flipkart
Dumbbells,Fitness Equipment,Kolkata,291.99,160.17,1.34,6.4,0.79,306.85,0.24,20.79,Own Brand Website
Boots,Footwear,Jaipur,1818.35,1041.35,1.24,3.4,0.65,1719.34,0.18,6.25,Amazon
Electric Kettle,Kitchen Appliances,Pune,1317.67,877.58,1.23,8.6,0.38,1376.47,0.12,11.47,Amazon
T-shirt,Clothing,Kolkata,784.46,350.68,1.15,7.9,0.36,852.54,0.25,13.92,Amazon
Foundation,Cosmetics,Pune,1294.65,797.28,1.38,7.3,0.9,1393.33,0.28,27.13,Flipkart
Green Tea,Groceries,Chennai,1402.25,767.77,1.32,8.4,0.9,1286.72,0.28,26.24,Own Brand Website
Action Figure,Toys,Mumbai,266.42,159.04,1.58,9,0.34,289.08,0.13,6.81,Flipkart
Sneakers,Footwear,Lucknow,532.89,290.41,1.5,4.9,0.55,494.64,0.16,27.55,Amazon
Biography,Books,Bangalore,1393.51,839.14,1.19,4,0.88,1517.16,0.11,18.25,Own Brand Website
Dry Fruits,Groceries,Mumbai,935.66,581.53,1.22,7.3,0.35,996.1,0.15,12.85,Own Brand Website
Remote Car,Toys,Bangalore,818.66,378.21,1.49,3.5,0.91,889.16,0.27,28.8,Own Brand Website
Toaster,Kitchen Appliances,Ahmedabad,1546.17,879.42,1.45,3,0.75,1404.55,0.28,27.41,Own Brand Website
Remote Car,Toys,Hyderabad,317.21,191.56,1.42,6.5,0.32,292.73,0.23,18.24,Amazon
Microwave Oven,Kitchen Appliances,Kolkata,187.89,104.33,1.52,9.2,0.75,194,0.25,8.34,Offline Store
Perfume,Cosmetics,Lucknow,461.37,251.78,1.3,4.3,0.74,483.62,0.15,12.82,Amazon
Yoga Mat,Fitness Equipment,Mumbai,588.93,284.8,1.25,6.1,0.61,587.15,0.22,13.6,Amazon
Self-Help Book,Books,Chennai,1056.49,583,1.1,7.4,0.48,960.76,0.23,6.21,Offline Store
Organic Rice,Groceries,Jaipur,939.58,550.92,1.6,6.6,0.51,938.08,0.14,15.95,Amazon
Green Tea,Groceries,Mumbai,1758.85,775.37,1.34,7.3,0.5,1841.84,0.23,16.6,Flipkart
Foundation,Cosmetics,Mumbai,1316.14,858.23,1.38,7,0.7,1362.36,0.18,25.92,Own Brand Website
Resistance Bands,Fitness Equipment,Kolkata,1855.42,1088.31,1.54,8.2,0.57,1853.94,0.21,28.48,Offline Store
Lamp,Home Decor,Pune,1331.35,735.66,1.12,7.7,0.66,1448.51,0.17,24.89,Flipkart
Toaster,Kitchen Appliances,Pune,636.8,287.54,1.06,9.3,0.59,608.93,0.18,22.8,Own Brand Website
Puzzle,Toys,Kolkata,847.21,396.26,1.1,7.4,0.93,870.05,0.29,26.95,Own Brand Website
Face Wash,Cosmetics,Jaipur,396.1,262.9,1.05,6.6,0.64,414.07,0.25,10.79,Offline Store
Electric Kettle,Kitchen Appliances,Pune,1775.85,805.76,1.58,9.9,0.75,1828.66,0.3,11.05,Own Brand Website
Kurta,Clothing,Pune,1321.05,689.39,1.14,3.9,0.76,1249.44,0.22,10.94,Own Brand Website
Toaster,Kitchen Appliances,Jaipur,962.27,599.2,1.34,9.1,0.64,903.43,0.28,15.45,Flipkart
Textbook,Books,Jaipur,1748.18,821.15,1.4,4.2,0.35,1922.61,0.1,19.78,Offline Store
Laptop,Electronics,Mumbai,125.52,70.98,1.1,8.5,0.49,121.61,0.15,7.85,Amazon
Jeans,Clothing,Kolkata,1050.64,561.36,1.35,7.4,0.36,1032.47,0.22,13.08,Own Brand Website
Dry Fruits,Groceries,Chennai,463.68,269.81,1.45,8.3,0.51,426.49,0.28,22.2,Own Brand Website
Lamp,Home Decor,Chennai,1902.05,843.89,1.41,4.4,0.86,1909.48,0.21,28.27,Offline Store
Exercise Bike,Fitness Equipment,Kolkata,677.7,396.93,1.13,5.5,0.43,637.22,0.23,12.16,Flipkart
Treadmill,Fitness Equipment,Jaipur,576.96,370.64,1.31,5.7,0.83,575.66,0.26,12.96,Own Brand Website
Dry Fruits,Groceries,Mumbai,1927.64,1305.2,1.5,4.5,0.77,2050.09,0.17,8.51,Own Brand Website
Bluetooth Speaker,Electronics,Kolkata,612.33,352.51,1.19,7.6,0.55,578.72,0.22,6.84,Amazon
Boots,Footwear,Hyderabad,1287.19,891.15,1.44,5.3,0.89,1294.36,0.21,14.46,Flipkart
Action Figure,Toys,Pune,199.2,95.81,1.5,4.8,0.57,204.54,0.16,25.3,Own Brand Website
Smartphone,Electronics,Jaipur,1807.57,756.48,1.37,5.4,0.66,1824.5,0.1,21.21,Amazon
Resistance Bands,Fitness Equipment,Delhi,510.25,289.69,1.54,4.3,0.48,465.72,0.2,26.75,Flipkart
Toaster,Kitchen Appliances,Kolkata,1135.13,574.09,1.55,6.7,0.93,1191.94,0.28,21.21,Own Brand Website
Flip Flops,Footwear,Chennai,1979.78,1103.98,1.4,3.9,0.91,1914.44,0.23,14.01,Flipkart
Perfume,Cosmetics,Jaipur,1781.87,771.74,1.55,7.4,0.92,1783.15,0.2,13.97,Amazon
Lamp,Home Decor,Bangalore,725.11,316.87,1.23,7.3,0.35,679.57,0.27,7.28,Own Brand Website
Headphones,Electronics,Lucknow,558.45,224.02,1.45,9,0.87,603.15,0.18,18.99,Offline Store
Action Figure,Toys,Delhi,1387.73,935.87,1.49,6.4,0.63,1342.3,0.1,8.61,Amazon
Smartwatch,Electronics,Ahmedabad,730.12,424.76,1.44,9.2,0.66,714.66,0.24,14.8,Offline Store
Green Tea,Groceries,Pune,306.11,122.82,1.44,9.3,0.74,277.19,0.14,28.66,Amazon
Honey,Groceries,Lucknow,1448.42,899.81,1.49,9.4,0.59,1428.18,0.1,28.43,Amazon
Exercise Bike,Fitness Equipment,Kolkata,347.97,186.23,1.38,10,0.56,359.71,0.29,19.29,Flipkart
Action Figure,Toys,Chennai,1115.25,637.82,1.5,3.3,0.79,1042.15,0.25,25,Flipkart
Children Book,Books,Chennai,1289.7,685.78,1.45,3.1,0.72,1220.66,0.23,8.44,Offline Store
Honey,Groceries,Hyderabad,441.17,236.26,1.34,5.9,0.7,401.77,0.14,5.09,Own Brand Website
Remote Car,Toys,Jaipur,1175.52,713.77,1.32,6.2,0.58,1136.96,0.22,5.15,Flipkart
Toaster,Kitchen Appliances,Delhi,1231.4,673.53,1.39,9,0.84,1307.03,0.18,14.75,Offline Store
Headphones,Electronics,Ahmedabad,493.05,201.91,1.33,9.8,0.79,497.73,0.16,8.05,Offline Store
Textbook,Books,Kolkata,601.22,336.85,1.39,5.6,0.37,572.71,0.15,18.38,Amazon
Electric Kettle,Kitchen Appliances,Hyderabad,296.3,144.14,1.24,6.7,0.49,275.55,0.11,9.33,Amazon
Resistance Bands,Fitness Equipment,Kolkata,1667,841.97,1.35,6.4,0.48,1781.51,0.29,10.31,Flipkart
Smartwatch,Electronics,Lucknow,1634.11,1024.16,1.51,5.9,0.75,1532.8,0.29,23.07,Amazon
Jacket,Clothing,Hyderabad,245.39,162.79,1.58,5.3,0.65,269.53,0.19,21.64,Amazon
Sunscreen,Cosmetics,Mumbai,959.66,405.65,1.33,8.8,0.33,948.34,0.26,13.84,Own Brand Website
Boots,Footwear,Chennai,1957.06,1007.8,1.48,4.7,0.52,2043.58,0.11,7.34,Amazon
Perfume,Cosmetics,Chennai,606.87,288.41,1.09,9.8,0.49,633.88,0.18,29.77,Own Brand Website
Treadmill,Fitness Equipment,Jaipur,366.69,187.85,1.29,8,0.62,385.05,0.27,12.23,Offline Store
Children Book,Books,Kolkata,1627.44,890.96,1.09,5.1,0.82,1591.28,0.12,20.96,Own Brand Website
Yoga Mat,Fitness Equipment,Bangalore,1715.57,754.61,1.35,4.5,0.52,1686.03,0.1,13.89,Offline Store
Mixer Grinder,Kitchen Appliances,Hyderabad,687.87,413.07,1.53,3.7,0.61,657.15,0.3,24.51,Amazon
Doll,Toys,Hyderabad,323.93,165.41,1.11,8.5,0.62,333.47,0.21,9.57,Offline Store
Wall Art,Home Decor,Jaipur,124.69,82.43,1.1,8.5,0.42,133.49,0.22,14.98,Flipkart
Flip Flops,Footwear,Chennai,1350.87,651.29,1.28,8.8,0.31,1278.99,0.25,22.99,Amazon
Foundation,Cosmetics,Chennai,410.94,285.56,1.42,5.6,0.53,412.8,0.11,22.86,Own Brand Website
Dumbbells,Fitness Equipment,Hyderabad,229.97,137.04,1.49,9.3,0.4,241.26,0.3,6.7,Flipkart
Flip Flops,Footwear,Mumbai,153.63,71.24,1.16,5.2,0.9,159.26,0.1,17.38,Flipkart
Cold Pressed Oil,Groceries,Kolkata,1763.86,988.3,1.16,9.7,0.5,1710.97,0.17,14.87,Offline Store
Smartphone,Electronics,Pune,1446.65,715.17,1.31,4.8,0.63,1576.08,0.16,25.41,Flipkart
Puzzle,Toys,Hyderabad,516.05,228.82,1.1,9.9,0.67,517.52,0.1,17.11,Own Brand Website
Bluetooth Speaker,Electronics,Lucknow,1359.15,710.81,1.12,4.9,0.76,1352.45,0.2,5.96,Flipkart
Toaster,Kitchen Appliances,Hyderabad,1105.71,583.17,1.53,5.7,0.7,1202.1,0.21,5.74,Flipkart
Action Figure,Toys,Bangalore,293.02,202.2,1.35,4.3,0.67,319.83,0.11,18.18,Flipkart
Smartwatch,Electronics,Chennai,358.67,191.54,1.41,6.2,0.93,364.74,0.29,12.86,Amazon
Perfume,Cosmetics,Delhi,140.12,62.55,1.09,8.2,0.42,147.32,0.21,10.42,Amazon
Fiction Novel,Books,Ahmedabad,1265.54,510.57,1.23,8.5,0.79,1339.11,0.22,19.33,Offline Store
Curtain,Home Decor,Chennai,874,598.31,1.57,3.1,0.93,938.77,0.22,13.11,Flipkart
Curtain,Home Decor,Pune,899.44,588.65,1.13,7.3,0.45,877.53,0.1,29.23,Amazon
Sunscreen,Cosmetics,Hyderabad,306.35,192.71,1.36,8.8,0.64,336.03,0.22,20.41,Flipkart
Boots,Footwear,Chennai,1849.49,882.96,1.25,7.7,0.39,1964.01,0.22,23.87,Amazon
Self-Help Book,Books,Lucknow,1981.5,1373.3,1.3,5,0.71,2065.26,0.16,12.03,Offline Store
Jeans,Clothing,Kolkata,508.45,342.1,1.11,4.7,0.71,505.15,0.12,12.24,Flipkart
Bluetooth Speaker,Electronics,Delhi,875.45,601.97,1.27,3.8,0.93,863.9,0.13,20.28,Own Brand Website
Curtain,Home Decor,Delhi,1636.25,1003.28,1.22,4.7,0.87,1536.07,0.25,5.57,Offline Store
Foundation,Cosmetics,Pune,897.2,623.98,1.4,5.2,0.75,870.88,0.29,10.87,Own Brand Website
Jacket,Clothing,Chennai,707.97,429.47,1.49,7,0.49,718.32,0.14,6.44,Own Brand Website
Sunscreen,Cosmetics,Mumbai,1847.36,1005.59,1.31,8.2,0.66,1830.47,0.26,16.88,Flipkart
Curtain,Home Decor,Chennai,1834.19,902.18,1.07,4,0.83,1990.54,0.12,27.72,Offline Store
Foundation,Cosmetics,Chennai,1892.99,1185.58,1.47,3,0.44,1784.95,0.22,21.42,Amazon
Sandals,Footwear,Hyderabad,1813.18,990.72,1.33,3.4,0.95,1974.77,0.11,18.94,Amazon
Fiction Novel,Books,Delhi,760.88,402.13,1.41,5.9,0.62,726.35,0.12,23.88,Flipkart
Yoga Mat,Fitness Equipment,Mumbai,818.93,545.39,1.57,3.6,0.74,871.36,0.23,13.22,Own Brand Website
Flip Flops,Footwear,Lucknow,640.59,345.07,1.19,9.3,0.33,590.97,0.22,21.46,Flipkart
Puzzle,Toys,Bangalore,1498.46,723.27,1.21,5.9,0.45,1461.67,0.24,17.47,Flipkart
Organic Rice,Groceries,Jaipur,1936.56,1111.35,1.23,4.3,0.44,1749.12,0.19,29,Offline Store
Jacket,Clothing,Pune,1576.88,773,1.49,9.5,0.74,1580.6,0.13,6.99,Flipkart
Curtain,Home Decor,Kolkata,515.96,309.06,1.14,6.7,0.58,529.22,0.11,29.51,Own Brand Website
Self-Help Book,Books,Jaipur,1410.85,869.82,1.06,3.6,0.75,1300.7,0.28,20.54,Own Brand Website
Exercise Bike,Fitness Equipment,Delhi,235.04,137.28,1.49,8.6,0.56,233.16,0.25,26.85,Flipkart
Electric Kettle,Kitchen Appliances,Hyderabad,1607.8,930.65,1.45,7.6,0.68,1742.76,0.23,14.55,Offline Store
Honey,Groceries,Pune,1951.27,1336.44,1.48,3.2,0.77,1767.82,0.11,13.81,Amazon
Jacket,Clothing,Kolkata,700.77,398.83,1.18,4.4,0.73,692.83,0.11,16.06,Offline Store
Lamp,Home Decor,Jaipur,1541.55,647.45,1.55,6.3,0.63,1479.72,0.23,5.54,Amazon
Doll,Toys,Bangalore,1503.24,646.02,1.29,4,0.41,1492.56,0.11,8.75,Offline Store
Fiction Novel,Books,Lucknow,1132.91,689.74,1.25,9.1,0.4,1146.64,0.12,9.19,Own Brand Website
Jacket,Clothing,Chennai,1826.67,1274.72,1.6,8.6,0.43,1748.52,0.12,6.35,Offline Store
Sneakers,Footwear,Delhi,1491.94,838.65,1.41,7.1,0.31,1438.16,0.24,26.53,Offline Store
Sneakers,Footwear,Kolkata,393.34,171.26,1.58,9.8,0.79,358.66,0.23,8.21,Offline Store
Textbook,Books,Kolkata,1706.27,837.69,1.31,4.3,0.77,1707.02,0.24,12.99,Amazon
Textbook,Books,Jaipur,815.98,545.85,1.19,9.3,0.35,760.31,0.23,29.85,Offline Store
Resistance Bands,Fitness Equipment,Bangalore,1874.24,1035.56,1.34,7,0.81,1893.29,0.12,25.96,Flipkart
Lamp,Home Decor,Chennai,1782.12,1203.64,1.28,4.5,0.38,1790.9,0.16,15.68,Flipkart
Jacket,Clothing,Hyderabad,288.1,132.46,1.29,4.3,0.45,260.44,0.11,7.91,Amazon
Kurta,Clothing,Hyderabad,1347.5,599.64,1.53,8.5,0.83,1307.65,0.11,6.91,Amazon
Yoga Mat,Fitness Equipment,Mumbai,1410.48,954.82,1.15,9,0.72,1460.32,0.24,6.56,Offline Store
Resistance Bands,Fitness Equipment,Delhi,1247.28,679.75,1.51,6,0.63,1267.35,0.22,15,Flipkart
Self-Help Book,Books,Kolkata,415.84,197.7,1.28,7.3,0.6,440.09,0.22,13.57,Amazon
Bluetooth Speaker,Electronics,Bangalore,1044.56,530.43,1.07,5,0.59,993.44,0.24,26.55,Amazon
Perfume,Cosmetics,Pune,664.2,270.51,1.53,7,0.3,664.19,0.12,21.85,Amazon
Foundation,Cosmetics,Hyderabad,1114.28,750.98,1.27,9.5,0.84,1170.54,0.19,15.36,Flipkart
Toaster,Kitchen Appliances,Delhi,849.85,353.12,1.38,8.6,0.78,863.93,0.17,22.37,Own Brand Website
Jeans,Clothing,Chennai,1104.89,720.3,1.2,3.7,0.3,1158.59,0.22,6.5,Own Brand Website
Green Tea,Groceries,Bangalore,1695.86,921.12,1.3,7.8,0.71,1607.24,0.23,26.45,Own Brand Website
Dumbbells,Fitness Equipment,Bangalore,844.34,411.14,1.08,7.2,0.79,923.31,0.22,16.2,Own Brand Website
Wall Art,Home Decor,Bangalore,1876.82,851.41,1.44,5.3,0.86,1968.88,0.17,24.37,Flipkart
Lipstick,Cosmetics,Mumbai,1791.8,852.37,1.36,5.9,0.9,1961.05,0.12,18.72,Amazon
Laptop,Electronics,Bangalore,1108.67,732.39,1.48,5,0.64,1081.66,0.17,23.27,Offline Store
Air Fryer,Kitchen Appliances,Bangalore,1238.86,569.48,1.39,6.2,0.52,1131.46,0.29,26.54,Flipkart
Green Tea,Groceries,Kolkata,676.69,383.62,1.53,6.6,0.39,673.26,0.16,16.45,Amazon
Resistance Bands,Fitness Equipment,Lucknow,1711.17,894.33,1.49,4.6,0.69,1685.87,0.29,5.02,Amazon
Curtain,Home Decor,Hyderabad,790.97,509.4,1.27,4.5,0.85,805.48,0.21,15.02,Flipkart
Treadmill,Fitness Equipment,Pune,399.47,228.77,1.33,5.8,0.35,411.53,0.23,18.98,Amazon
Remote Car,Toys,Bangalore,349.83,171.71,1.31,8.1,0.44,370.88,0.16,21.64,Own Brand Website
Electric Kettle,Kitchen Appliances,Pune,1880.17,1154.9,1.09,5.6,0.68,1945.32,0.17,15.72,Offline Store
Textbook,Books,Mumbai,814.38,496.28,1.55,8.4,0.47,820.91,0.2,5.39,Offline Store
Doll,Toys,Kolkata,1882.93,1016.39,1.57,7.6,0.76,1855.43,0.27,9.64,Flipkart
Fiction Novel,Books,Chennai,1922.4,1124.4,1.23,8.2,0.78,2027.96,0.16,5.64,Amazon
Microwave Oven,Kitchen Appliances,Mumbai,1789.51,1143.97,1.27,4.2,0.6,1719.99,0.14,17.15,Offline Store
Sweatshirt,Clothing,Mumbai,1676.4,963.1,1.32,10,0.79,1552.99,0.18,16.62,Offline Store
Lamp,Home Decor,Pune,1260.05,761.74,1.23,5.6,0.37,1156.55,0.25,28.15,Amazon
Sunscreen,Cosmetics,Hyderabad,473.96,320.84,1.24,9.2,0.32,435.15,0.19,26.2,Amazon
Boots,Footwear,Ahmedabad,953.51,621.54,1.24,3.9,0.9,872.75,0.24,27.07,Flipkart
Fiction Novel,Books,Ahmedabad,327.93,182.24,1.08,6.2,0.81,315.08,0.15,11.29,Flipkart
Self-Help Book,Books,Lucknow,1603.39,1109.73,1.18,3.5,0.38,1644.52,0.24,16.23,Flipkart
Cold Pressed Oil,Groceries,Lucknow,250.73,170.1,1.56,5.8,0.83,270.72,0.2,20.04,Offline Store
Remote Car,Toys,Hyderabad,1492.88,996.34,1.1,3.4,0.74,1357.83,0.12,15.56,Flipkart
Green Tea,Groceries,Jaipur,446.24,298.83,1.23,7,0.31,447.44,0.26,29.21,Flipkart
Bluetooth Speaker,Electronics,Pune,1389.62,640.32,1.25,4.1,0.52,1406.66,0.2,26.84,Flipkart
Dumbbells,Fitness Equipment,Bangalore,487.48,258.41,1.4,9.9,0.44,519.95,0.22,8.35,Flipkart
Perfume,Cosmetics,Hyderabad,1589.49,719.2,1.43,4.7,0.6,1679.54,0.23,23.51,Flipkart
Mixer Grinder,Kitchen Appliances,Hyderabad,1626.45,667.54,1.31,9.9,0.82,1582.8,0.16,22.62,Own Brand Website
Foundation,Cosmetics,Hyderabad,360.62,239.74,1.1,6.9,0.85,376.49,0.2,10.74,Own Brand Website
Yoga Mat,Fitness Equipment,Pune,1240.7,855.95,1.1,3.2,0.57,1263.33,0.17,22.94,Flipkart
Action Figure,Toys,Lucknow,1093.4,551.23,1.49,3.7,0.33,996.49,0.26,24.95,Own Brand Website
T-shirt,Clothing,Chennai,1678.48,814.25,1.32,5.2,0.68,1794.39,0.1,19.24,Own Brand Website
Laptop,Electronics,Chennai,482.02,318.62,1.58,8.8,0.32,463,0.15,25.66,Own Brand Website
Foundation,Cosmetics,Lucknow,134.36,90.94,1.37,8.2,0.6,139.92,0.17,21.5,Flipkart
Cold Pressed Oil,Groceries,Pune,918.47,624.17,1.56,7,0.8,962.98,0.24,29.35,Offline Store
Sweatshirt,Clothing,Lucknow,1767.79,1102.39,1.09,5.5,0.52,1772.09,0.27,21.8,Flipkart
Dumbbells,Fitness Equipment,Kolkata,1565.91,645.95,1.08,9.5,0.44,1658.17,0.21,13.74,Amazon
Dry Fruits,Groceries,Bangalore,1550.73,1069.18,1.19,5.5,0.49,1595.59,0.24,16.96,Flipkart
Rug,Home Decor,Chennai,507.69,252.01,1.46,9.2,0.63,482.17,0.23,20.99,Amazon
Formal Shoes,Footwear,Kolkata,1827.57,887.28,1.5,7.7,0.85,1682.44,0.27,16.93,Flipkart
Table Clock,Home Decor,Ahmedabad,1571.62,743.33,1.24,5.9,0.66,1574.89,0.15,27.59,Own Brand Website
Yoga Mat,Fitness Equipment,Lucknow,1894.43,892.58,1.27,8.6,0.81,2073.9,0.29,26.88,Amazon
Formal Shoes,Footwear,Mumbai,1214.52,608.92,1.34,8.4,0.37,1263.86,0.28,10.26,Own Brand Website
Flip Flops,Footwear,Ahmedabad,1641.26,1095.13,1.09,9.7,0.63,1627.44,0.22,10.34,Own Brand Website
Treadmill,Fitness Equipment,Mumbai,1360.89,874.59,1.23,4.8,0.89,1352.06,0.23,26.38,Flipkart
Boots,Footwear,Bangalore,1462.27,726.06,1.06,6.3,0.46,1438.74,0.19,26.64,Flipkart
Foundation,Cosmetics,Mumbai,1556.86,714.26,1.22,7.1,0.67,1571.09,0.29,22.32,Amazon
Action Figure,Toys,Jaipur,284.49,194.06,1.3,7.1,0.83,268.18,0.2,26.48,Offline Store
Headphones,Electronics,Pune,1499.58,757.53,1.37,3.1,0.33,1383.64,0.24,20.5,Own Brand Website
Electric Kettle,Kitchen Appliances,Pune,1840.66,1127.53,1.28,9.1,0.33,1660.32,0.15,8.19,Offline Store
Dry Fruits,Groceries,Kolkata,613.45,301.62,1.3,7.3,0.53,670.78,0.21,26.91,Flipkart
Yoga Mat,Fitness Equipment,Chennai,1624.43,673.2,1.31,8.6,0.89,1667.59,0.29,21.58,Flipkart
Boots,Footwear,Kolkata,496.08,281.55,1.47,7.7,0.35,469.99,0.24,18.21,Amazon
Toaster,Kitchen Appliances,Lucknow,158.62,98.58,1.09,4.3,0.89,152.75,0.11,5.44,Flipkart
Sunscreen,Cosmetics,Mumbai,1877.54,960.84,1.39,5.9,0.44,2019.37,0.29,29.7,Flipkart
Formal Shoes,Footwear,Kolkata,178.61,74.14,1.52,4.2,0.67,181.46,0.23,5.94,Own Brand Website
Smartphone,Electronics,Mumbai,686.38,380.42,1.15,9.6,0.84,636.88,0.23,15.25,Own Brand Website
Boots,Footwear,Bangalore,691.84,337.13,1.41,9.3,0.84,670.94,0.24,18.18,Own Brand Website
Laptop,Electronics,Pune,936.7,458.06,1.09,4.3,0.67,979.54,0.11,14.48,Offline Store
Remote Car,Toys,Jaipur,415.03,240.98,1.53,9.5,0.88,445.94,0.22,11.07,Amazon
Treadmill,Fitness Equipment,Mumbai,1519.22,937.89,1.14,4.4,0.37,1518.82,0.16,27.5,Own Brand Website
Resistance Bands,Fitness Equipment,Chennai,169.64,84.35,1.53,10,0.77,183.23,0.1,24.29,Offline Store
Jeans,Clothing,Hyderabad,977.09,593.22,1.29,7,0.47,991.57,0.16,12.01,Offline Store
Green Tea,Groceries,Chennai,721.52,332.06,1.17,9.5,0.6,737.99,0.21,11.64,Own Brand Website
Lamp,Home Decor,Mumbai,100.34,43.28,1.51,3.8,0.43,108.62,0.26,6.33,Offline Store
Sandals,Footwear,Hyderabad,1322.56,733.63,1.25,6.5,0.4,1442.85,0.13,9.65,Flipkart
